Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does_not_apply,Less_than_2km,2km_to_less_than_5km,5km_to_less_than_10km,10km_to_less_than_20km,20km_to_less_than_30km,30km_to_less_than_40km,40km_to_less_than_60km,60km_and_over,outside_the_UK,Works_mainly_from_home,Total
E02006246,Ipswich 002,3775,495,648,323,316,99,73,28,50,581,1044,7432
E02006247,Ipswich 003,4616,706,776,465,430,219,102,55,73,792,869,9103
E02006248,Ipswich 004,4515,633,785,314,251,74,65,37,54,575,1179,8482
E02006249,Ipswich 005,4323,580,675,199,238,87,74,42,82,446,1642,8388
E02006250,Ipswich 006,5035,955,713,430,484,232,158,120,92,846,1134,10199
E02006251,Ipswich 007,4760,1268,968,350,434,139,99,82,105,714,1774,10693
E02006252,Ipswich 008,4584,1145,934,390,349,104,80,39,80,696,1299,9700
E02006253,Ipswich 009,3999,641,571,331,220,67,46,16,42,506,1010,7449
E02006254,Ipswich 010,5030,850,704,363,377,168,113,85,87,717,903,9397
E02006255,Ipswich 011,3870,724,831,241,303,116,95,43,67,548,1283,8121
E02006256,Ipswich 012,5179,836,931,245,377,193,109,77,92,786,1014,9839
E02006257,Ipswich 013,3808,409,572,346,303,75,52,40,45,579,548,6777
E02006258,Ipswich 014,5184,691,874,409,400,131,63,61,83,734,1024,9654
E02006259,Ipswich 015,4282,323,716,319,271,84,61,30,46,518,628,7278
E02006260,Ipswich 016,4951,521,1016,324,381,123,71,38,59,712,651,8847
E02006261,Mid Suffolk 001,4430,215,228,295,308,284,221,72,62,581,1260,7956
E02006262,Mid Suffolk 002,4773,129,171,407,576,380,168,88,69,804,1427,8992
E02006263,Mid Suffolk 003,4084,141,146,288,442,276,180,85,81,675,1136,7534
E02006264,Mid Suffolk 004,4392,126,194,625,695,301,187,135,69,669,1479,8872
E02006265,Mid Suffolk 005,3887,155,236,323,423,398,86,55,64,619,1131,7377
E02006266,Mid Suffolk 006,5110,146,189,428,768,349,140,104,49,749,1402,9434
E02006267,Mid Suffolk 007,4252,146,166,279,742,311,130,72,81,662,1507,8348
E02006268,Mid Suffolk 008,3560,552,157,168,405,231,78,40,37,453,480,6161
E02006269,Mid Suffolk 009,3892,322,399,265,672,280,107,76,65,561,1099,7738
E02006270,Mid Suffolk 010,5719,1068,365,441,1033,756,206,109,107,1019,1970,12793
E02006271,Mid Suffolk 011,4596,390,294,687,710,410,86,272,96,819,1485,9845
E02006272,Mid Suffolk 012,3980,208,313,545,397,210,107,56,73,612,1151,7652
E02006273,West Suffolk 005,3723,143,138,165,778,171,131,123,50,553,863,6838
E02006274,West Suffolk 006,3132,213,94,416,675,191,131,108,59,519,1060,6598
E02006275,West Suffolk 009,3598,762,815,94,249,228,120,71,37,531,494,6999
E02006276,West Suffolk 016,4431,164,551,438,327,253,132,127,50,576,1179,8228
E02006277,West Suffolk 012,3445,590,853,122,206,399,101,140,63,530,1241,7690
E02006278,West Suffolk 011,3969,1250,423,87,319,427,150,101,54,474,1123,8377
E02006279,West Suffolk 014,4791,888,692,120,261,277,162,63,42,526,925,8747
E02006280,West Suffolk 010,5194,131,313,754,551,257,176,115,65,664,1510,9730
E02006281,West Suffolk 013,4586,1105,491,82,220,311,101,98,48,420,861,8323
E02006282,West Suffolk 017,3607,122,46,225,473,251,129,53,62,499,1056,6523
E02006283,West Suffolk 018,4542,209,319,239,387,564,111,67,63,634,1120,8255
E02006284,West Suffolk 019,3895,829,284,95,388,711,77,96,55,566,734,7730
E02006285,West Suffolk 021,3515,637,365,130,370,797,98,92,58,619,867,7548
E02006286,West Suffolk 020,5588,1484,279,127,501,1065,134,110,86,921,859,11154
E02006287,East Suffolk 016,3637,73,135,212,283,176,160,69,64,475,979,6263
E02006288,East Suffolk 017,5546,374,208,245,642,397,106,125,91,687,1631,10052
E02006289,East Suffolk 018,5622,400,171,512,464,313,213,72,65,753,1114,9699
E02006290,East Suffolk 019,4734,545,247,370,232,224,247,68,63,660,719,8109
E02006291,East Suffolk 020,4316,316,179,324,627,138,62,134,75,430,1070,7671
E02006292,East Suffolk 021,3677,86,232,531,294,76,70,107,64,447,1199,6783
E02006293,East Suffolk 023,5985,464,174,544,889,253,99,171,138,898,1542,11157
E02006294,East Suffolk 022,4627,457,206,305,422,77,41,147,103,448,1047,7880
E02006295,East Suffolk 024,4966,300,828,593,347,102,73,116,103,568,1329,9325
E02006296,East Suffolk 025,6742,516,621,911,558,163,90,243,203,692,2349,13088
E02006297,East Suffolk 026,4171,375,548,415,274,104,67,70,98,424,1499,8045
E02006298,East Suffolk 027,4686,529,740,394,610,81,51,114,137,598,1202,9142
E02006299,East Suffolk 028,4994,490,380,33,511,69,60,108,128,412,1049,8234
E02006300,East Suffolk 029,4275,1041,380,48,585,90,52,87,139,505,736,7938
E02006301,East Suffolk 030,3552,613,241,17,431,87,41,65,98,409,751,6305
E02006302,East Suffolk 001,3847,196,398,379,175,89,126,104,98,495,733,6640
E02006303,East Suffolk 002,4858,656,469,278,290,74,142,95,109,575,436,7982
E02006304,East Suffolk 003,4831,398,617,292,329,60,170,78,121,623,629,8148
E02006305,East Suffolk 004,5697,1171,488,226,358,161,211,111,122,660,528,9733
E02006306,East Suffolk 005,4291,517,474,153,344,62,127,108,87,590,539,7292
E02006307,East Suffolk 007,4257,276,617,189,333,58,131,105,67,570,721,7324
E02006308,East Suffolk 006,4603,639,449,89,301,118,135,104,98,561,533,7630
E02006309,East Suffolk 009,4329,440,425,74,335,59,115,77,85,435,371,6745
E02006310,East Suffolk 008,4248,401,791,452,456,91,138,129,73,612,687,8078
E02006311,East Suffolk 010,4888,730,164,202,498,224,97,140,69,525,676,8213
E02006312,East Suffolk 011,4595,445,305,350,636,230,142,151,78,663,889,8484
E02006313,East Suffolk 012,5867,395,604,396,589,131,154,197,71,736,789,9929
E02006314,East Suffolk 013,4040,403,122,303,349,388,61,107,51,590,847,7261
E02006315,East Suffolk 014,3576,237,72,149,368,99,63,141,55,459,623,5842
E02006316,East Suffolk 015,4238,497,163,118,489,174,149,89,44,554,560,7075
E02006317,Elmbridge 001,3275,226,326,390,259,101,19,10,19,409,1320,6354
E02006318,Elmbridge 002,3387,202,265,219,288,132,18,13,19,306,2116,6965
E02006319,Elmbridge 003,3660,272,477,453,284,117,15,5,19,635,1276,7213
E02006320,Elmbridge 004,3582,256,467,525,320,128,18,4,15,609,1325,7249
E02006321,Elmbridge 005,3361,171,249,191,248,95,10,3,12,243,2025,6608
E02006322,Elmbridge 006,3178,180,230,229,280,96,19,10,12,270,1985,6489
E02006323,Elmbridge 007,3812,262,288,366,283,167,24,10,25,426,1864,7527
E02006324,Elmbridge 008,3906,370,399,366,267,183,34,17,19,446,1908,7915
E02006325,Elmbridge 009,4699,207,282,325,305,199,20,7,18,304,2804,9170
E02006326,Elmbridge 010,3721,251,260,324,250,165,38,9,11,398,2105,7532
E02006327,Elmbridge 011,3598,204,203,189,194,106,28,6,14,255,1899,6696
E02006328,Elmbridge 012,4627,365,380,320,379,210,53,10,31,508,2714,9597
E02006329,Elmbridge 013,3893,167,198,256,196,170,10,4,15,304,1884,7097
E02006330,Elmbridge 014,5217,307,452,413,329,229,34,13,25,568,2341,9928
E02006331,Elmbridge 015,3863,140,244,310,221,162,17,6,11,296,1990,7260
E02006332,Elmbridge 016,3452,138,230,203,237,146,45,10,15,285,1891,6652
E02006333,Elmbridge 017,5685,354,265,370,342,209,44,21,27,504,2123,9944
E02006334,Elmbridge 018,4855,77,179,225,240,233,52,18,11,244,2414,8548
E02006335,Epsom and Ewell 001,3991,188,429,395,445,108,21,14,28,565,1725,7909
E02006336,Epsom and Ewell 002,3544,219,595,451,393,93,18,17,18,693,1127,7168
E02006337,Epsom and Ewell 003,4490,212,514,411,413,113,26,10,18,610,2055,8872
E02006338,Epsom and Ewell 004,3438,235,379,308,294,132,19,17,11,485,1469,6787
E02006339,Epsom and Ewell 005,5378,469,578,610,436,226,38,19,19,860,2278,10911
E02006341,Epsom and Ewell 007,5196,718,352,473,350,214,19,20,15,628,2265,10250
E02006342,Epsom and Ewell 008,4193,577,211,324,284,210,22,16,16,374,1972,8199
E02006343,Epsom and Ewell 009,4661,374,347,399,332,204,40,12,22,469,2195,9055
E02006344,Guildford 001,4444,137,220,497,392,204,101,24,37,543,1919,8518
E02006345,Guildford 002,3525,366,144,498,252,102,58,68,93,655,1916,7677
E02006346,Guildford 003,5430,143,160,324,483,203,107,33,22,495,2522,9922
E02006347,Guildford 004,3348,151,307,467,445,159,63,98,24,582,1482,7126
E02006348,Guildford 005,4297,436,520,335,286,130,66,76,26,619,1671,8462
E02006349,Guildford 006,3863,436,626,231,298,135,81,76,26,526,1706,8004
E02006350,Guildford 007,3173,479,523,216,260,98,55,53,18,599,904,6378
E02006351,Guildford 008,4106,311,551,377,310,146,86,39,22,510,1913,8371
E02006352,Guildford 009,3111,530,376,176,243,87,60,46,41,440,1037,6147
E02006353,Guildford 010,3065,162,231,476,375,128,67,56,26,542,985,6113
E02006354,Guildford 011,5069,362,481,226,289,144,75,82,28,346,2518,9620
E02006355,Guildford 012,6321,1045,446,153,213,96,56,59,70,487,805,9751
E02006356,Guildford 013,4924,1155,588,268,416,149,119,130,36,567,3102,11454
E02006357,Guildford 014,3311,167,276,543,476,159,112,98,34,614,1425,7215
E02006358,Guildford 015,5499,722,178,136,193,92,64,108,33,257,1690,8972
E02006359,Guildford 016,3175,299,202,89,162,67,35,82,22,166,1830,6129
E02006360,Guildford 017,4239,127,437,313,317,99,71,79,20,426,1998,8126
E02006361,Guildford 018,2979,71,92,287,281,122,39,49,13,340,1386,5659
E02006362,Mole Valley 001,3744,224,287,240,229,152,18,13,16,333,1651,6907
E02006363,Mole Valley 002,3257,192,208,206,207,130,21,16,17,317,1482,6053
E02006364,Mole Valley 003,3609,549,280,473,452,202,41,28,19,594,1457,7704
E02006365,Mole Valley 004,3296,281,174,277,260,118,27,22,11,311,1483,6260
E02006366,Mole Valley 005,4196,272,285,319,335,150,71,16,16,566,1798,8024
E02006367,Mole Valley 006,3334,148,202,207,272,98,45,4,17,336,1306,5969
E02006368,Mole Valley 007,3168,153,165,198,244,116,58,8,16,363,1190,5679
E02006369,Mole Valley 008,3311,71,233,321,307,103,47,9,16,498,1343,6259
E02006370,Mole Valley 009,3024,309,102,197,378,126,70,24,14,426,1669,6339
E02006371,Mole Valley 010,3630,508,76,262,413,127,90,13,20,449,1736,7324
E02006372,Mole Valley 011,3246,280,265,266,447,137,68,24,10,603,1066,6412
E02006373,Mole Valley 012,3753,111,177,249,492,163,105,60,25,641,1735,7511
E02006374,Mole Valley 013,3478,82,154,403,352,185,91,37,23,683,1463,6951
E02006375,Reigate and Banstead 001,3427,148,295,362,338,172,14,21,15,496,1487,6775
E02006376,Reigate and Banstead 002,5456,271,341,460,364,168,18,17,27,635,1468,9225
E02006377,Reigate and Banstead 003,3266,113,303,316,287,153,20,14,16,452,1227,6167
E02006378,Reigate and Banstead 004,4359,85,347,668,412,210,33,45,20,688,1983,8850
E02006379,Reigate and Banstead 005,3632,249,392,485,379,171,32,11,14,622,983,6970
E02006380,Reigate and Banstead 006,3790,167,160,457,324,152,21,19,16,420,1569,7095
E02006381,Reigate and Banstead 007,3806,83,209,437,398,189,35,27,21,530,1520,7255
E02006382,Reigate and Banstead 008,3459,242,426,313,377,149,68,19,13,518,1280,6864
E02006383,Reigate and Banstead 009,5253,391,307,271,393,194,115,30,31,420,2711,10116
E02006384,Reigate and Banstead 010,5417,666,677,311,508,193,132,34,30,587,2366,10921
E02006385,Reigate and Banstead 011,4896,686,740,336,595,244,193,66,25,680,2862,11323
E02006386,Reigate and Banstead 012,4197,497,256,196,319,114,121,37,22,332,2286,8377
E02006387,Reigate and Banstead 013,3527,324,321,220,303,97,100,32,15,437,1413,6789
E02006388,Reigate and Banstead 014,4235,855,561,303,452,190,169,39,31,624,1867,9326
E02006389,Reigate and Banstead 015,3768,218,505,291,332,133,106,31,24,639,1319,7366
E02006390,Reigate and Banstead 016,5131,430,571,686,406,267,194,62,30,836,1894,10507
E02006391,Reigate and Banstead 017,3590,295,375,480,271,169,177,49,23,544,1776,7749
E02006392,Reigate and Banstead 018,4509,610,375,623,294,191,157,59,25,748,1579,9170
E02006393,Runnymede 001,3717,348,228,387,261,121,61,28,43,369,1383,6946
E02006394,Runnymede 002,7641,350,366,458,441,157,84,39,101,477,1707,11821
E02006395,Runnymede 003,4673,542,408,668,474,167,69,37,41,814,1862,9755
E02006396,Runnymede 004,3082,202,364,326,282,104,51,15,26,461,1054,5967
E02006397,Runnymede 005,3382,103,176,243,273,70,67,13,19,312,1677,6335
E02006398,Runnymede 006,3967,452,559,601,432,144,75,18,17,719,1671,8655
E02006399,Runnymede 007,5910,625,762,665,687,234,98,19,39,933,2298,12270
E02006400,Runnymede 008,2906,337,259,266,284,95,58,7,19,402,1054,5687
E02006401,Runnymede 009,5392,462,780,632,506,184,62,28,39,843,1780,10708
E02006402,Runnymede 010,4951,478,563,438,435,164,95,18,30,722,2044,9938
E02006403,Spelthorne 001,3416,278,548,545,347,142,26,22,27,545,845,6741
E02006404,Spelthorne 002,4029,340,668,568,382,129,31,11,27,636,936,7757
E02006405,Spelthorne 003,5526,443,841,809,571,244,46,25,35,829,2061,11430
E02006406,Spelthorne 004,4002,362,365,597,379,210,58,16,32,648,2286,8955
E02006407,Spelthorne 005,4652,305,749,731,411,186,38,19,24,700,1491,9306
E02006408,Spelthorne 006,4186,321,624,852,384,152,29,17,27,795,1465,8852
E02006409,Spelthorne 007,3465,249,456,490,297,112,21,19,18,535,1116,6778
E02006410,Spelthorne 008,4321,371,498,799,328,171,40,21,30,683,1249,8511
E02006411,Spelthorne 009,3564,231,318,459,306,123,37,16,16,504,1616,7190
E02006412,Spelthorne 010,3928,187,302,566,303,158,18,15,25,457,1783,7742
E02006413,Spelthorne 011,3395,228,270,542,272,104,14,14,21,476,1138,6474
E02006414,Spelthorne 012,3201,140,398,487,265,87,26,16,10,525,1085,6240
E02006415,Spelthorne 013,3737,217,268,419,272,125,26,11,20,466,1425,6986
E02006416,Surrey Heath 001,4388,130,257,388,427,144,82,39,28,474,2029,8386
E02006417,Surrey Heath 002,3018,195,165,370,396,180,54,43,21,410,1234,6086
E02006418,Surrey Heath 003,3231,144,155,408,401,180,60,46,27,409,1473,6534
E02006419,Surrey Heath 004,4085,379,609,384,474,204,86,89,47,609,1282,8248
E02006420,Surrey Heath 005,3930,250,310,272,315,195,56,82,43,347,1944,7744
E02006421,Surrey Heath 006,5277,254,282,636,569,194,81,78,85,589,2291,10336
E02006422,Surrey Heath 007,3086,106,434,279,286,198,55,47,32,301,1382,6206
E02006423,Surrey Heath 008,5450,952,485,484,545,309,90,112,47,798,1935,11207
E02006424,Surrey Heath 009,3356,325,276,222,262,184,40,63,25,399,1341,6493
E02006425,Surrey Heath 010,3187,680,327,260,265,145,58,54,22,416,1029,6443
E02006426,Surrey Heath 011,2666,256,317,232,289,138,58,41,20,368,1161,5546
E02006427,Surrey Heath 012,3417,154,547,428,397,159,62,74,40,539,1408,7225
E02006429,Tandridge 002,3867,156,274,555,422,257,72,20,13,596,1981,8213
E02006430,Tandridge 003,4729,388,348,654,514,235,61,34,19,757,1780,9519
E02006431,Tandridge 004,6125,393,225,484,580,297,65,33,26,740,2607,11575
E02006432,Tandridge 005,3026,202,127,290,256,118,29,14,11,418,1179,5670
E02006433,Tandridge 006,4953,326,151,243,495,252,107,37,19,472,2441,9496
E02006434,Tandridge 007,3458,220,195,227,410,132,91,35,18,516,1327,6629
E02006435,Tandridge 008,3156,97,254,293,295,99,71,25,18,480,1325,6113
E02006436,Tandridge 009,3163,95,179,408,394,159,104,32,10,564,1105,6213
E02006437,Tandridge 010,4403,214,208,252,480,209,142,76,29,650,1726,8389
E02006438,Tandridge 011,4275,109,309,552,361,207,134,67,26,711,1603,8354
E02006439,Waverley 001,3041,239,319,187,436,105,64,102,20,481,1242,6236
E02006440,Waverley 002,3590,167,376,203,444,116,78,108,31,526,1558,7197
E02006441,Waverley 003,4631,471,189,139,452,139,64,110,32,473,1726,8426
E02006442,Waverley 004,3642,166,132,87,257,62,35,85,19,218,1711,6414
E02006443,Waverley 005,3647,521,412,250,296,98,54,91,14,547,1571,7501
E02006444,Waverley 006,3808,308,186,151,360,105,47,89,28,389,1709,7180
E02006445,Waverley 007,4228,503,193,380,246,104,69,127,15,420,2152,8437
E02006446,Waverley 008,3804,128,197,358,169,98,67,70,23,407,1655,6976
E02006447,Waverley 009,3594,180,248,126,386,94,49,86,36,392,1561,6752
E02006448,Waverley 010,3797,393,173,301,250,76,55,101,19,355,1871,7391
E02006449,Waverley 011,3627,136,284,412,316,86,62,89,19,460,1463,6954
E02006450,Waverley 012,3658,140,235,308,310,96,58,100,24,442,1793,7164
E02006451,Waverley 013,6530,694,246,263,659,302,110,107,33,822,2027,11793
E02006453,Waverley 015,4636,124,187,288,430,181,67,100,23,580,1773,8389
E02006454,Waverley 016,3622,245,116,89,416,72,41,84,81,359,1640,6765
E02006455,Waverley 017,3134,316,158,82,360,119,55,69,57,400,1392,6142
E02006456,Woking 001,3909,405,387,479,432,167,84,21,17,709,1410,8020
E02006457,Woking 002,4914,233,357,286,316,127,160,29,28,404,2477,9331
E02006458,Woking 003,4849,350,276,284,256,97,129,27,24,386,2548,9226
E02006459,Woking 004,5503,759,712,604,434,126,117,19,44,1109,1228,10655
E02006460,Woking 005,4590,513,633,555,394,128,99,40,22,719,1628,9321
E02006461,Woking 006,3387,255,229,282,222,81,98,13,19,340,1862,6788
E02006462,Woking 007,3949,385,485,521,364,140,84,63,23,555,1772,8341
E02006463,Woking 008,4484,621,355,593,340,147,255,49,30,553,3233,10660
E02006464,Woking 009,3321,282,409,398,255,74,84,30,19,510,1428,6810
E02006465,Woking 010,3084,236,199,254,204,78,81,34,18,297,1726,6211
E02006466,Woking 011,5643,457,597,701,377,168,126,48,34,897,2257,11305
E02006467,Woking 012,3568,140,241,378,250,105,68,101,27,387,2001,7266
E02006534,Adur 001,4798,532,476,639,239,92,91,31,46,882,1271,9097
E02006535,Adur 002,4001,398,191,497,220,85,56,17,28,537,1335,7365
E02006536,Adur 003,3930,322,532,358,370,113,78,18,50,678,1051,7500
E02006537,Adur 004,5847,689,457,763,303,97,85,25,51,892,1326,10535
E02006538,Adur 005,4812,385,316,633,336,101,61,30,65,646,1879,9264
E02006539,Adur 006,3950,393,456,370,383,89,52,34,38,688,841,7294
E02006540,Adur 007,3204,211,445,304,243,77,45,34,28,504,630,5725
E02006541,Adur 008,4177,383,522,398,426,97,61,35,37,705,933,7774
E02006542,Arun 001,3057,175,147,274,442,73,54,34,42,393,1042,5733
E02006543,Arun 002,3017,124,270,370,237,179,59,36,31,453,823,5599
E02006544,Arun 003,6097,267,374,1086,558,205,136,123,88,888,1791,11613
E02006545,Arun 004,6386,880,739,549,898,172,99,105,117,1028,1192,12165
E02006546,Arun 005,6041,548,507,661,409,283,72,110,76,724,1535,10966
E02006547,Arun 006,3851,149,387,388,524,74,66,73,44,552,804,6912
E02006548,Arun 007,5077,763,494,397,745,137,83,73,74,796,1115,9754
E02006549,Arun 008,4035,119,204,303,171,131,25,49,33,303,873,6246
E02006550,Arun 009,5561,730,438,348,583,112,65,56,70,758,889,9610
E02006551,Arun 010,5439,256,224,262,309,108,34,40,46,376,861,7955
E02006552,Arun 011,3958,664,415,290,533,93,63,42,57,589,677,7381
E02006553,Arun 012,4759,626,713,1010,320,226,60,72,75,900,902,9663
E02006554,Arun 013,3841,113,469,358,387,62,66,50,47,507,718,6618
E02006555,Arun 014,3982,896,222,830,248,134,52,50,57,710,516,7697
E02006556,Arun 015,6039,464,496,580,597,118,115,83,69,823,1208,10592
E02006557,Arun 016,4035,859,343,784,233,154,45,47,45,706,518,7769
E02006558,Arun 017,5747,946,448,1226,364,194,77,66,112,830,716,10726
E02006559,Arun 018,5207,191,343,481,199,159,39,36,67,540,920,8182
E02006560,Arun 019,5569,164,591,877,293,192,44,85,102,832,958,9707
E02006561,Chichester 001,3561,109,171,184,223,266,98,64,61,490,1479,6706
E02006562,Chichester 002,3295,75,70,178,307,175,108,87,31,468,1365,6159
E02006563,Chichester 003,3052,66,118,193,283,177,94,55,85,434,1195,5752
E02006564,Chichester 004,4331,396,155,190,576,228,104,95,46,683,1185,7989
E02006565,Chichester 005,4463,274,154,215,398,333,101,54,75,699,1396,8162
E02006566,Chichester 006,4691,326,423,297,338,148,63,72,59,507,1309,8233
E02006567,Chichester 007,4040,219,243,407,555,94,70,64,76,579,1339,7686
E02006568,Chichester 008,6693,1670,468,336,473,227,80,114,122,689,1427,12299
E02006569,Chichester 009,5073,491,239,503,481,94,80,82,96,744,1737,9620
E02006570,Chichester 010,4734,1213,305,255,304,189,43,94,79,505,1186,8907
E02006571,Chichester 011,4617,370,623,313,297,161,47,82,84,552,1368,8514
E02006572,Chichester 012,5880,665,993,551,410,266,87,98,80,914,1541,11485
E02006573,Chichester 013,6730,375,237,641,564,120,86,84,156,894,1742,11629
E02006574,Chichester 014,6540,817,75,172,797,164,116,140,144,848,1111,10924
E02006575,Crawley 001,4840,814,767,182,374,130,76,90,35,783,855,8946
E02006576,Crawley 002,5043,339,1057,344,436,182,173,183,44,763,2150,10714
E02006577,Crawley 003,4781,615,750,322,435,124,106,85,24,746,1102,9090
E02006578,Crawley 004,6074,1379,992,404,578,155,139,174,79,969,1641,12584
E02006579,Crawley 005,4051,569,767,205,375,112,80,146,36,630,1382,8353
E02006580,Crawley 006,4268,333,804,500,384,95,98,111,22,728,1053,8396
E02006581,Crawley 007,5270,722,799,531,484,138,120,137,37,824,1290,10352
E02006582,Crawley 008,3593,221,650,293,385,122,112,142,37,480,1815,7850
E02006583,Crawley 009,4736,443,830,401,511,126,128,120,28,706,1452,9481
E02006584,Crawley 010,4040,174,861,676,374,90,89,72,31,636,796,7839
E02006585,Crawley 011,4416,508,712,384,378,106,72,105,37,709,887,8314
E02006586,Crawley 012,4047,319,882,714,415,98,86,85,26,716,650,8038
E02006587,Crawley 013,4431,232,846,717,415,121,99,86,30,724,832,8533
E02006588,Horsham 001,4793,276,530,636,592,266,137,146,44,801,2189,10410
E02006589,Horsham 002,5533,517,639,312,653,227,117,130,52,663,2496,11339
E02006590,Horsham 003,4333,438,440,207,560,198,95,104,24,626,1757,8782
E02006591,Horsham 004,3973,582,299,244,484,182,94,100,15,473,1829,8275
E02006592,Horsham 005,3458,117,165,360,291,187,87,66,21,476,1448,6676
E02006593,Horsham 006,5673,970,296,211,680,255,108,137,33,645,2281,11289
E02006594,Horsham 007,5245,559,602,197,651,336,162,140,48,787,2217,10944
E02006595,Horsham 008,4947,342,263,238,385,151,86,108,24,463,1952,8959
E02006596,Horsham 009,4360,193,485,546,563,342,106,121,40,734,1873,9363
E02006597,Horsham 010,6013,429,176,584,657,611,171,176,61,997,2520,12395
E02006598,Horsham 011,2687,108,90,187,501,159,56,42,41,464,1117,5452
E02006599,Horsham 012,4085,101,100,110,336,220,71,58,55,362,1392,6890
E02006600,Horsham 013,5479,356,130,309,652,352,176,70,64,770,1508,9866
E02006601,Horsham 014,4864,306,153,312,718,213,64,49,54,696,1524,8953
E02006602,Horsham 015,4548,188,175,269,699,297,120,56,56,631,1677,8716
E02006603,Horsham 016,4620,229,115,448,469,203,60,61,38,587,1638,8468
E02006604,Mid Sussex 001,6284,1286,460,291,885,331,135,168,43,1101,2296,13280
E02006605,Mid Sussex 002,3138,137,315,488,270,142,95,88,18,476,1200,6367
E02006606,Mid Sussex 003,4065,562,365,199,518,207,89,114,25,572,1634,8350
E02006607,Mid Sussex 004,4050,490,210,194,470,156,95,119,28,517,1630,7959
E02006608,Mid Sussex 005,3280,90,268,421,283,117,66,66,17,475,1251,6334
E02006609,Mid Sussex 006,3590,129,170,336,392,110,38,93,31,460,1540,6889
E02006610,Mid Sussex 007,3862,94,161,474,451,173,81,134,23,573,1843,7869
E02006611,Mid Sussex 008,6283,530,344,302,523,170,48,187,45,474,2572,11478
E02006612,Mid Sussex 009,5491,872,333,414,693,209,48,239,50,616,2865,11830
E02006613,Mid Sussex 010,3755,873,170,351,431,137,40,95,34,514,1351,7751
E02006614,Mid Sussex 011,6312,643,553,370,736,211,52,251,62,704,2964,12858
E02006615,Mid Sussex 012,3141,600,267,324,471,181,43,65,44,556,1367,7059
E02006616,Mid Sussex 013,4710,509,643,299,547,240,47,85,93,746,1920,9839
E02006617,Mid Sussex 014,4504,868,394,314,477,197,39,64,76,689,1513,9135
E02006618,Mid Sussex 015,3373,401,176,263,315,154,29,42,55,370,1281,6459
E02006619,Mid Sussex 016,4734,244,341,373,524,171,46,55,68,609,1919,9084
E02006620,Mid Sussex 017,5422,230,387,400,498,235,41,56,103,502,2166,10040
E02006621,Worthing 001,4333,172,628,243,252,156,61,43,48,580,1175,7691
E02006622,Worthing 002,4259,352,741,178,265,153,51,30,47,606,1208,7890
E02006623,Worthing 003,4438,369,831,281,286,189,51,38,48,693,865,8089
E02006624,Worthing 004,3619,533,517,157,309,136,50,27,42,514,1427,7331
E02006625,Worthing 005,3689,982,447,212,406,159,66,43,46,691,1309,8050
E02006626,Worthing 006,5267,430,1062,458,352,276,73,61,77,818,1313,10187
E02006627,Worthing 007,4834,563,938,254,353,229,65,60,60,745,1505,9606
E02006628,Worthing 008,4283,1176,437,227,388,163,51,40,50,681,1448,8944
E02006629,Worthing 009,4128,961,328,214,360,124,43,32,42,561,1021,7814
E02006630,Worthing 010,4801,894,514,167,365,170,39,42,58,558,1296,8904
E02006631,Worthing 011,4790,1524,488,263,508,167,61,46,78,772,1489,10186
E02006632,Worthing 012,4373,426,700,204,310,163,42,40,47,479,1459,8243
E02006633,Worthing 013,4969,339,638,255,208,146,34,30,38,498,1252,8407
E02006782,Bromley 040,4251,230,432,484,490,44,27,15,28,591,1534,8126
E02006783,Lewisham 037,4313,232,518,512,463,42,14,6,33,688,950,7771
E02006784,Lewisham 038,4331,271,582,507,455,31,22,8,23,723,1017,7970
E02006785,Bexley 029,3461,138,408,390,519,62,38,15,19,562,1012,6624
E02006786,Greenwich 033,4076,204,484,491,536,93,43,14,47,579,991,7558
E02006787,Bromley 041,3951,255,333,359,473,38,13,16,12,445,1999,7894
E02006788,Croydon 045,3923,174,526,492,450,56,21,9,24,602,1334,7611
E02006789,Bromley 042,3729,147,132,354,423,195,23,7,15,607,1144,6776
E02006790,Tandridge 012,4146,151,241,478,433,214,29,28,17,614,1368,7719
E02006791,Ealing 040,3200,274,373,438,257,32,15,15,10,380,2571,7565
E02006792,Hounslow 029,4103,289,410,548,367,41,15,14,25,444,2744,9000
E02006793,Enfield 037,6030,560,503,534,470,66,28,9,40,794,610,9644
E02006794,Haringey 037,4874,324,413,572,524,46,23,17,42,742,709,8286
E02006795,Harrow 032,4208,292,501,497,475,173,17,14,40,661,1390,8268
E02006796,Hillingdon 033,4724,378,442,687,631,181,25,24,54,781,1770,9697
E02006798,Lewisham 039,4156,328,483,865,325,51,13,14,38,621,1994,8888
E02006799,Barking and Dagenham 023,6942,371,844,566,736,240,45,25,67,1172,1029,12037
E02006800,Redbridge 034,8262,532,674,708,993,249,74,31,58,1324,1775,14680
E02006801,Lambeth 036,4306,550,533,330,149,25,14,16,23,453,2167,8566
E02006802,Southwark 034,4502,528,665,381,135,32,18,21,46,395,2554,9277
E02006821,Portsmouth 026,3265,265,674,475,212,67,29,20,50,552,1047,6656
E02006822,Havant 018,4794,551,710,565,378,96,66,75,60,826,1186,9307
E02006823,Buckinghamshire 039,4867,150,184,437,293,175,116,99,22,510,2082,8935
E02006824,Buckinghamshire 036,4936,282,400,554,395,235,121,124,24,598,1865,9534
E02006825,East Cambridgeshire 011,3060,186,222,296,422,282,52,44,54,383,1199,6200
